Sign Type,,,unsigned,unsigned,,,e_jesd_char_clock_t,,,,e_jesd_char_clock_t,,,,unsigned,,,,e_serdes_phy_data_rate_t,,,,unsigned,,,,unsigned,,,,e_jesd_sample_rate_t,,,
Bit Field Width,,,1,3,,,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,,4,,,
subtable dimension and name,96*1,,ax_jesd_rate_index_lut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
39,,,0,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,
40,,,1,0,,,1,,,,1,,,,5,,,,4,,,,2,,,,4,,,,3,,,
41,,,1,0,,,4,,,,1,,,,5,,,,4,,,,4,,,,4,,,,4,,,
42,,,1,0,,,2,,,,2,,,,5,,,,5,,,,2,,,,4,,,,4,,,
43,,,1,0,,,4,,,,1,,,,3,,,,4,,,,1,,,,2,,,,5,,,
44,,,1,0,,,4,,,,1,,,,4,,,,4,,,,2,,,,3,,,,5,,,
45,,,1,0,,,4,,,,1,,,,5,,,,4,,,,4,,,,4,,,,5,,,
46,,,1,0,,,7,,,,1,,,,3,,,,4,,,,2,,,,2,,,,6,,,
47,,,1,0,,,7,,,,1,,,,4,,,,4,,,,4,,,,3,,,,6,,,
48,,,1,0,,,5,,,,2,,,,4,,,,5,,,,2,,,,3,,,,6,,,
49,,,1,0,,,5,,,,2,,,,5,,,,5,,,,4,,,,4,,,,6,,,
50,,,1,0,,,6,,,,3,,,,5,,,,6,,,,4,,,,4,,,,6,,,
51,,,1,0,,,7,,,,4,,,,5,,,,7,,,,3,,,,4,,,,6,,,
52,,,1,0,,,7,,,,1,,,,3,,,,4,,,,2,,,,2,,,,7,,,
53,,,1,0,,,7,,,,1,,,,4,,,,4,,,,4,,,,3,,,,7,,,
54,,,1,0,,,7,,,,4,,,,4,,,,7,,,,2,,,,2,,,,7,,,
55,,,1,0,,,1,,,,1,,,,3,,,,4,,,,4,,,,2,,,,8,,,
56,,,1,0,,,8,,,,2,,,,3,,,,5,,,,2,,,,2,,,,8,,,
57,,,1,0,,,6,,,,3,,,,3,,,,6,,,,2,,,,2,,,,8,,,
58,,,1,0,,,8,,,,2,,,,4,,,,5,,,,4,,,,3,,,,8,,,
59,,,1,0,,,6,,,,3,,,,4,,,,6,,,,4,,,,3,,,,8,,,
60,,,1,0,,,7,,,,4,,,,4,,,,7,,,,3,,,,3,,,,8,,,
61,,,1,0,,,7,,,,1,,,,1,,,,4,,,,1,,,,0,,,,9,,,
62,,,1,0,,,7,,,,4,,,,2,,,,7,,,,1,,,,1,,,,9,,,
63,,,1,0,,,7,,,,1,,,,3,,,,4,,,,4,,,,2,,,,9,,,
64,,,1,0,,,7,,,,4,,,,3,,,,7,,,,2,,,,2,,,,9,,,
65,,,1,0,,,7,,,,1,,,,1,,,,4,,,,2,,,,0,,,,10,,,
66,,,1,0,,,7,,,,1,,,,2,,,,4,,,,4,,,,1,,,,10,,,
67,,,1,0,,,8,,,,2,,,,2,,,,5,,,,2,,,,1,,,,10,,,
68,,,1,0,,,6,,,,3,,,,2,,,,6,,,,2,,,,1,,,,10,,,
69,,,1,0,,,7,,,,4,,,,2,,,,7,,,,2,,,,1,,,,10,,,
70,,,1,0,,,5,,,,2,,,,3,,,,5,,,,4,,,,2,,,,10,,,
71,,,1,0,,,3,,,,3,,,,3,,,,6,,,,4,,,,2,,,,10,,,
72,,,1,0,,,7,,,,4,,,,3,,,,7,,,,3,,,,2,,,,10,,,
